id|groupe|nom|ministère_interrogé|rubrique|titre|date|question|question_clean
317|Renaissance|Mme Anne Brugnera|Transition numérique et télécommunications|personnes handicapées|Accessibilité numérique pour les personnes déficientes visuelles|26/07/2022|Mme Anne Brugnera attire l'attention de M. le ministre délégué auprès du ministre de l'économie, des finances et de la souveraineté industrielle et numérique, chargé de la transition numérique et des télécommunications sur le sujet de l'accessibilité numérique pour les personnes déficientes visuelles. Aujourd'hui de nombreux sites internet restent encore inaccessibles aux personnes mal ou non voyantes. Or la société se numérise de plus en plus et de nombreux services publics ne sont désormais accessibles que via leur site. Il existe une obligation d'accessibilité. Aussi, elle souhaiterait savoir quels contrôles sont mis en place par l'État pour évaluer l'accessibilité des sites internet. Elle souhaite également l'interroger sur la possibilité de mettre en place un seuil obligatoire d'accessibilité.|attire attention délégué auprès économie finances souveraineté industrielle numérique chargé transition numérique télécommunications sujet accessibilité numérique personnes déficientes visuelles aujourd'hui sites internet inaccessibles personnes mal non voyantes société numérise services publics accessibles site existe obligation accessibilité souhaiterait savoir contrôles mis place état évaluer accessibilité sites internet souhaite interroger possibilité mettre place seuil obligatoire accessibilité
318|Non inscrit|M. Jean-Charles Larsonneur|Solidarités, autonomie et personnes handicapées|personnes handicapées|Décret d'application relatif aux dispositifs intégrés|26/07/2022|M. Jean-Charles Larsonneur interroge M. le ministre des solidarités, de l'autonomie et des personnes handicapées sur les dispositifs intégrés prévus par la loi du 26 juillet 2019. Afin de favoriser l'inclusion des enfants en situation de handicap, la loi pour une école de la confiance comporte des dispositions visant à favoriser les coopérations entre les établissements scolaires et les structures médico-sociales afin de fluidifier le parcours des élèves. Or les professionnels du secteur sont toujours dans l'attente du décret d'application relatif au fonctionnement en dispositif intégré des établissements et services médico-sociaux prévu à l'article 31 de la loi susvisée. Il souhaite donc savoir quand sera pris le décret d'application et seront rédigées les circulaires précisant la mise en œuvre du dispositif.|interroge solidarités autonomie personnes handicapées dispositifs intégrés prévus loi 26 juillet 2019 favoriser inclusion enfants situation handicap loi école confiance comporte dispositions visant favoriser coopérations établissements scolaires structures médico-sociales fluidifier parcours élèves professionnels secteur attente décret application relatif fonctionnement dispositif intégré établissements services médico-sociaux prévu article 31 loi susvisée souhaite savoir pris décret application rédigées circulaires précisant mise œuvre dispositif
319|Les Républicains|M. Philippe Gosselin|Éducation nationale et jeunesse|personnes handicapées|Recrutement AESH|26/07/2022|M. Philippe Gosselin attire l'attention de M. le ministre de l'éducation nationale et de la jeunesse sur le manque d'accompagnants d'élèves en situation de handicap (AESH) dans les établissements scolaires et les difficultés de recrutement. Dans la Manche, en décembre 2021, 70 enfants, soit 5 % des enfants notifiés, étaient encore sans AESH. La loi n° 2019-791 du 26 juillet 2019 pour une école de la confiance avait pourtant fixé l'objectif d'une scolarisation de qualité pour tous les élèves, de la maternelle au lycée, avec une prise en compte de leur singularité et de leurs besoins spécifiques. Véritable enjeu d'inclusion pour ces enfants, la présence d'AESH est décisive. Les AESH jouent un rôle crucial dans l'apport d'une aide la plus adaptée à la situation des élèves concernés et contribuent grandement à instaurer un fonctionnement de classé structuré. Le plan pour une école inclusive 2019-2022 avait pour objectif de permettre à chaque enfant en situation de handicap d'être scolarisé et accompagné. Pour autant, le manque d'AESH est devenu une question récurrente lors de chaque rentrée scolaire. Le parcours reste encore éprouvant pour de nombreuses familles afin de se voir apporter l'accompagnement nécessaire et adapté à leur enfant. Cette difficulté est partagée par le personnel enseignant, les élèves et les élus. Ce manque de professionnels s'explique en grande partie par les difficultés de recrutement d'AESH du fait de la précarité de cette profession (24 heures par semaine, pour un salaire d'environ 750 euros). Il lui demande donc ce que le Gouvernement compte mettre en place pour améliorer encore le statut et la reconnaissance des AESH, indispensables à l'inclusion scolaire et pour faire en sorte que les élèves en situation de handicap aient l'accompagnement qui leur est dû, à la fois en matière de quantité et de qualité.|attire attention éducation nationale jeunesse manque accompagnants élèves situation handicap aesh établissements scolaires difficultés recrutement manche décembre 2021 70 enfants 5 enfants notifiés aesh loi n° 2019 791 26 juillet 2019 école confiance pourtant fixé objectif scolarisation qualité élèves maternelle lycée prise compte singularité besoins véritable enjeu inclusion enfants présence aesh décisive aesh jouent rôle crucial apport aide adaptée situation élèves concernés contribuent grandement instaurer fonctionnement classé structuré plan école inclusive 2019 2022 objectif permettre enfant situation handicap scolarisé accompagné autant manque aesh devenu question récurrente rentrée scolaire parcours éprouvant familles voir apporter accompagnement nécessaire adapté enfant difficulté partagée personnel enseignant élèves élus manque professionnels explique grande partie difficultés recrutement aesh précarité profession 24 heures semaine salaire 750 euros demande gouvernement compte mettre place améliorer statut reconnaissance aesh indispensables inclusion scolaire faire sorte élèves situation handicap aient accompagnement dû fois matière quantité qualité
320|Les Républicains|M. Patrick Hetzel|Économie, finances, souveraineté industrielle et numérique|pharmacie et médicaments|Article 28 de l'accord-cadre entre le CEPS et le LEEM|26/07/2022|M. Patrick Hetzel appelle l'attention de M. le ministre de l'économie, des finances et de la souveraineté industrielle et numérique sur l'article 28 de l'accord-cadre entre le Comité économique des produits de santé (CEPS) et le LEEM. Cette disposition permet, dans certaines conditions, une possible hausse de prix d'un médicament pour laquelle « l'entreprise devra argumenter sa demande de hausse de prix par la documentation détaillée de la hausse de matière première. Le Comité peut, par défaut, considérer un autre poste concourant aux dépenses d'exploitations à la condition que l'augmentation dont il est l'objet soit précisément détaillée et documentée ». Il existe des situations dans lesquelles, au-delà de la matière première, les coûts d'exploitation d'un médicament augmentent très significativement afin que le produit continue de répondre aux « process » et exigences règlementaires (qualité). Au regard du souci du Gouvernement d'assurer l'indépendance sanitaire et industrielle du pays, il lui demande s'il estime souhaitable que le CEPS mette en œuvre pleinement l'article 28 en utilisant la possibilité de prendre en compte les dépenses d'exploitations autres que la matière première, car elles sont également susceptibles de menacer la pérennité de certains traitements.|appelle attention économie finances souveraineté industrielle numérique article 28 accord cadre comité économique produits santé ceps leem disposition conditions hausse prix médicament entreprise argumenter demande hausse prix documentation détaillée hausse matière comité défaut considérer poste concourant dépenses exploitations condition augmentation objet précisément détaillée documentée existe situations au-delà matière coûts exploitation médicament augmentent significativement produit continue répondre process exigences règlementaires qualité regard souci gouvernement assurer indépendance sanitaire industrielle pays demande estime souhaitable ceps mette œuvre pleinement article 28 utilisant possibilité prendre compte dépenses exploitations matière susceptibles menacer pérennité traitements
321|Les Républicains|M. Philippe Gosselin|Santé et prévention|pharmacie et médicaments|Usage de psychostimulants|26/07/2022|M. Philippe Gosselin attire l'attention de M. le ministre de la santé et de la prévention sur l'usage légal grandissant de psychostimulants, dont la Ritaline, par des mineurs, parfois des jeunes enfants. Cet usage, prescrit par des professionnels de santé comme des psychiatres, des neurologues ou des pédiatres semblerait dangereux dans bien des cas aux dires de professionnels. En effet, les psychostimulants sont la plupart du temps des dérivés d'amphétamine, considérée par l'Organisation des nations unies comme un stupéfiant. Ces traitements constituent souvent la réponse aux troubles de déficit de l'attention avec ou sans hyperactivité, dont les jeunes sont particulièrement victimes. Les psychostimulants peuvent servir à calmer des mineurs trop agités mais aussi à améliorer certaines performances, qu'elles soient d'ordre intellectuelles ou sportives. Surtout, il existe un risque fort de dépendance. Ce dernier aspect inquiète particulièrement, au vu de l'explosion de la consommation de ces psychotropes en France. Entre 2012 et 2020, le nombre de prescription de psychostimulants remboursés par la sécurité sociale a augmenté de 143 %, passant de 503 956 boites en 2012 à 1 227 013 remboursés en 2020. Il souhaiterait savoir par quelles mesures le ministre envisage de lutter contre la dépendance aux psychotropes des mineurs. Il souhaiterait également savoir si l'Agence nationale de sécurité du médicament et des produits de santé a remis au ministre un état des lieux actualisé et lui a communiqué les actions mises en œuvre pour lutter contre ce phénomène. Si tel était le cas, M.le député souhaiterait en être destinataire.|attire attention santé prévention usage légal grandissant psychostimulants ritaline mineurs jeunes enfants usage prescrit professionnels santé psychiatres neurologues pédiatres semblerait dangereux bien cas dires professionnels psychostimulants plupart temps dérivés amphétamine considérée organisation nations unies stupéfiant traitements constituent réponse troubles déficit attention hyperactivité jeunes particulièrement victimes psychostimulants servir calmer mineurs trop agités améliorer performances soient ordre intellectuelles sportives existe risque fort dépendance dernier aspect inquiète particulièrement explosion consommation psychotropes france 2012 2020 nombre prescription psychostimulants remboursés sécurité sociale augmenté 143 passant 503 956 boites 2012 1 227 013 remboursés 2020 souhaiterait savoir mesures envisage lutter contre dépendance psychotropes mineurs souhaiterait savoir agence nationale sécurité médicament produits santé remis état lieux actualisé communiqué actions mises œuvre lutter contre phénomène cas m.le député souhaiterait destinataire
322|Rassemblement National|M. Bruno Bilde|Intérieur et outre-mer|police|Commissariat de Lens : les problèmes d'effectifs persistent|26/07/2022|M. Bruno Bilde interroge M. le ministre de l'intérieur et des outre-mer sur les sous-effectifs chroniques au commissariat de Lens. Six mois après les déclarations du ministre de l'intérieur promettant d'octroyer dix-huit agents supplémentaires au commissariat de Lens, les renforts de policiers sont toujours attendus. Seuls deux agents ont intégré les effectifs du commissariat au mois de mai 2022, ce qui est très largement insuffisant compte tenu des besoins de sécurité publique de la circonscription de Lens. Alors que 80 policiers supplémentaires sont prévus pour la métropole Lilloise, le bassin minier et le secteur de Lens en particulier souffrent d'un manque d'effectif de police chronique. M. le député déplore que la sécurité publique du bassin minier ne soit visiblement pas une priorité du Gouvernement qui diminue régulièrement les moyens alloués aux commissariats de ce territoire. Malgré leur grand professionnalisme, les agents présents sur le terrain sont contraints d'assurer leurs missions dans des conditions de plus en plus difficiles et se sentent légitimement délaissés par leur ministre. Il lui demande une nouvelle fois de tenir enfin les promesses gouvernementales en affectant rapidement les effectifs de fonctionnaires de police nécessaires afin d'assurer dans de bonnes conditions le maintien de la sécurité publique et la lutte contre la délinquance dans le secteur de Lens.|interroge intérieur outre-mer sous-effectifs chroniques commissariat lens mois déclarations intérieur promettant octroyer agents supplémentaires commissariat lens renforts policiers attendus agents intégré effectifs commissariat mois mai 2022 largement insuffisant compte tenu besoins sécurité publique circonscription lens 80 policiers supplémentaires prévus métropole lilloise bassin minier secteur lens particulier souffrent manque effectif police chronique député déplore sécurité publique bassin minier visiblement priorité gouvernement diminue régulièrement moyens alloués commissariats territoire grand professionnalisme agents présents terrain contraints assurer missions conditions difficiles sentent légitimement délaissés demande nouvelle fois promesses gouvernementales affectant rapidement effectifs fonctionnaires police nécessaires assurer bonnes conditions maintien sécurité publique lutte contre délinquance secteur lens
323|Rassemblement National|M. Stéphane Rambaud|Intérieur et outre-mer|police|Effectifs de la police nationale à Hyères|26/07/2022|M. Stéphane Rambaud attire l'attention de M. le ministre de l'intérieur et des outre-mer sur le problème lié aux manques d'effectifs de la circonscription de police nationale du commissariat de Hyères les Palmiers dans le Var. En effet, alors que la ville de Hyères couvre un territoire extrêmement vaste comprenant les trois îles de Porquerolles, de Port-Cros et du Levant, que sa population triple en période estivale et que la présence d'un aéroport nécessite des contrôles renforcés surtout depuis le départ de la police aux frontières, force est de constater que les moyens en hommes sont et restent insuffisants pour assurer la protection des Hyérois. La situation très difficile en matière de sécurité que connaissent certains quartiers de la ville (Le Val des Rougières et la vieille Ville déjà classés en quartiers prioritaires) justifierait amplement la création d'un quartier de reconquête républicaine avec des moyens supplémentaires pour juguler les trafics et la délinquance endémique. La situation de sous-effectif et l'état de pression qu'elle génère dans l'accomplissement des missions ont, bien évidemment, aussi un impact négatif sur la santé et le moral des personnels de police. Comparativement à d'autres villes proches, Hyères fait donc figure de parent pauvre en matière de sécurité et souffre de la situation. Malgré des demandes réitérées de la part des élus locaux et notamment de la part de la municipalité de Hyères, les réponses ne sont pas à la hauteur des enjeux. C'est pourquoi il lui demande de bien vouloir lui indiquer les mesures urgentes qu'il entend prendre afin de renforcer les effectifs de la circonscription de sécurité publique de Hyères et lui permettre ainsi de mieux remplir sa mission au service de la population.|attire attention intérieur outre-mer problème lié manques effectifs circonscription police nationale commissariat hyères palmiers var ville hyères couvre territoire extrêmement vaste comprenant îles porquerolles port-cros levant population triple période estivale présence aéroport nécessite contrôles renforcés départ police frontières force constater moyens hommes insuffisants assurer protection hyérois situation difficile matière sécurité connaissent quartiers ville val rougières vieille ville classés quartiers prioritaires justifierait amplement création quartier reconquête républicaine moyens supplémentaires juguler trafics délinquance endémique situation sous-effectif état pression génère accomplissement missions bien évidemment impact négatif santé moral personnels police comparativement villes proches hyères figure parent pauvre matière sécurité souffre situation demandes réitérées part élus locaux part municipalité hyères réponses hauteur enjeux demande bien vouloir indiquer mesures urgentes entend prendre renforcer effectifs circonscription sécurité publique hyères permettre mieux remplir mission service population
324|Rassemblement National|M. Thomas Ménagé|Intérieur et outre-mer|police|Indemnité de résidence en limite de territoires urbains|26/07/2022|M. Thomas Ménagé attire l'attention de M. le ministre de l'intérieur et des outre-mer sur les conditions d'attribution de l'indemnité de résidence pour les policiers. Certains territoires limitrophes de régions urbaines souffrent d'un déficit d'attractivité du fait de ces conditions. En effet, alors que le taux de cette indemnité est nul à Montargis, il est plus élevé dans des villes proches se trouvant en Île-de-France, de sorte que ces villes sont plus prisées par les fonctionnaires en matière d'affectation. Certains choisissent donc, par exemple, de vivre dans le Loiret mais de travailler en région parisienne afin de bénéficier de cette indemnité. Il lui demande donc si le Gouvernement a conscience de cette problématique d'attractivité de certains territoires, s'il compte y remédier et s'il peut lui indiquer l'état des effectifs existants et prévisionnels du commissariat de Montargis.|attire attention intérieur outre-mer conditions attribution indemnité résidence policiers territoires limitrophes régions urbaines souffrent déficit attractivité conditions taux indemnité montargis élevé villes proches trouvant île-de-france sorte villes prisées fonctionnaires matière affectation choisissent exemple vivre loiret travailler région parisienne bénéficier indemnité demande gouvernement conscience problématique attractivité territoires compte remédier indiquer état effectifs existants prévisionnels commissariat montargis
325|Non inscrit|Mme Emmanuelle Ménard|Europe et affaires étrangères|politique extérieure|Accord entre l'Union européenne et l'Azerbaïdjan sur le gaz|26/07/2022|Mme Emmanuelle Ménard attire l'attention de Mme la ministre de l'Europe et des affaires étrangères sur l'accord d'approvisionnement de gaz entre l'UE et l'Azerbaïdjan. Le 18 juin 2022, la présidente de la Commission européenne, Ursula von der Leyen, s'est rendue à Bakou pour annoncer un nouvel accord visant à doubler les importations de gaz azerbaïdjanais de sorte à diversifier les sources d'approvisionnement de l'UE. Elle déclarait alors : « L'UE se tourne vers des fournisseurs d'énergie plus fiables. [ ] Notre objectif : doubler les livraisons de gaz de l'Azerbaïdjan à l'UE en quelques années. (Ce pays) sera un partenaire essentiel pour notre sécurité d'approvisionnement et sur la voie de la neutralité climatique ». Cet accord place de facto l'UE dans une nouvelle situation de dépendance énergétique avec un État autoritaire - l'ancienne république soviétique du Caucase - qui, à l'automne 2020, violait le droit international en attaquant le Haut-Karabakh et l'Arménie. Cette guerre d'une rare violence - utilisation de bombes au phosphore, torture de prisonniers, désastre humanitaire, etc. - était alors dénoncée par le Président Emmanuel Macron et une grande partie de l'opinion internationale. Si les premiers pourparlers entre chefs de la diplomatie arménienne et azerbaïdjanaise viennent d'avoir lieu ce 16 juillet 2022, il est à craindre que le conflit reste latent et larvé d'autant qu'un premier conflit avait déjà fait 30 000 morts au début des années 1990. Alors que les États membres de l'UE cherchent à éviter une pénurie de gaz générée par l'attaque de l'Ukraine par la Russie et qu'elle cherche gagner en indépendance sur le plan énergétique, tout se passe comme si elle s'inféodait à nouveau à une puissance belliqueuse. Elle lui demande de bien vouloir clarifier la position du Gouvernement quant à ses rapports avec l'Azerbaïdjan.|attire attention europe affaires étrangères accord approvisionnement gaz ue azerbaïdjan 18 juin 2022 présidente commission européenne ursula von der leyen rendue bakou annoncer nouvel accord visant doubler importations gaz azerbaïdjanais sorte diversifier sources approvisionnement ue déclarait ue tourne fournisseurs énergie fiables objectif doubler livraisons gaz azerbaïdjan ue années pays partenaire essentiel sécurité approvisionnement voie neutralité climatique accord place facto ue nouvelle situation dépendance énergétique état autoritaire ancienne république soviétique caucase automne 2020 violait droit international attaquant haut-karabakh arménie guerre rare violence utilisation bombes phosphore torture prisonniers désastre humanitaire etc. dénoncée président emmanuel macron grande partie opinion internationale premiers pourparlers chefs diplomatie arménienne azerbaïdjanaise viennent lieu 16 juillet 2022 craindre conflit latent larvé autant conflit 30 000 morts début années 1990 états membres ue cherchent éviter pénurie gaz générée attaque ukraine russie cherche gagner indépendance plan énergétique passe inféodait puissance belliqueuse demande bien vouloir clarifier position gouvernement rapports azerbaïdjan
326|Gauche démocrate et républicaine - NUPES|M. Hubert Wulfranc|Europe et affaires étrangères|politique extérieure|Détention arbitraire de M. Salah Hamouri par les autorités israéliennes|26/07/2022|M. Hubert Wulfranc alerte Mme la ministre de l'Europe et des affaires étrangères sur la situation du citoyen français, Salah Hamouri et la nouvelle arrestation arbitraire dont il est la victime. Salah Hamouri, avocat franco-palestinien et militant reconnu pour la paix, est à nouveau inquiété par les autorités israéliennes pour ses multiples engagements. En effet, lundi 7 mars 2022, les forces armées israéliennes ont fait irruption au domicile de Salah Hamouri pour l'arrêter. Cette nouvelle arrestation, après avoir déjà passé de nombreuses années en prison, s'apparente une nouvelle fois à une décision arbitraire pour faire pression sur lui et sur sa famille. Cette nouvelle arrestation s'inscrit dans processus d'harcèlement continu des autorités israéliennes contre un avocat, engagé pour le respect du droit international, contre la colonisation et pour le respect des droits des prisonniers politiques palestiniens. Depuis cette date Salah Hamouri est détenu sans jugement, sans charge. La détention de Salah Hamouri en Israël repose sur un dossier secret. Ni lui, ni même ses avocats, ne peuvent le consulter, comme stipulé par la « détention administrative ». Cette mesure permet à la justice militaire de l'état hébreu d'incarcérer des suspects sans accusation formelle. Si sa durée maximale est de six mois, elle est renouvelable indéfiniment. En cumulé, certains Palestiniens ont passé jusqu'à 15 années en prison selon le Club des prisonniers palestiniens. Il s'agit d'une violation manifeste du droit international. La France et son Gouvernement ne peuvent rester silencieux face à cette détention arbitraire relevant de l'acharnement systémique contre l'un des ressortissants. Il souhaite donc connaître la nature de l'aide que compte apporter le Gouvernement au citoyen Salah Hamouri et demande que les autorités françaises fassent tout ce qui est en leur pouvoir pour faire respecter les droits de Salah Hamouri à vivre en paix à Jérusalem.|alerte europe affaires étrangères situation citoyen français salah hamouri nouvelle arrestation arbitraire victime salah hamouri avocat franco-palestinien militant reconnu paix inquiété autorités israéliennes multiples engagements lundi 7 mars 2022 forces armées israéliennes irruption domicile salah hamouri arrêter nouvelle arrestation passé années prison apparente nouvelle fois décision arbitraire faire pression famille nouvelle arrestation inscrit processus harcèlement continu autorités israéliennes contre avocat engagé respect droit international contre colonisation respect droits prisonniers politiques palestiniens date salah hamouri détenu jugement charge détention salah hamouri israël repose dossier secret avocats consulter stipulé détention administrative mesure justice militaire état hébreu incarcérer suspects accusation formelle durée maximale mois renouvelable indéfiniment cumulé palestiniens passé jusqu' 15 années prison club prisonniers palestiniens agit violation manifeste droit international france gouvernement rester silencieux face détention arbitraire relevant acharnement systémique contre ressortissants souhaite connaître nature aide compte apporter gouvernement citoyen salah hamouri demande autorités françaises fassent pouvoir faire respecter droits salah hamouri vivre paix jérusalem
327|Rassemblement National|M. Bryan Masson|Transition numérique et télécommunications|postes|Suppression du timbre rouge de La Poste|26/07/2022|M. Bryan Masson alerte M. le ministre délégué auprès du ministre de l'économie, des finances et de la souveraineté industrielle et numérique, chargé de la transition numérique et des télécommunications sur la décision du groupe La Poste de supprimer le timbre rouge en papier et de le remplacer par une « e-lettre rouge » à compter du 1er janvier 2023. Sous prétexte d'un contexte de recul continu du courrier papier et de la « protection de l'environnement », le groupe La Poste annonce que les utilisateurs devront rédiger cette lettre sur son site internet ou rédiger une lettre manuscrite et la scanner pour la transmettre sur ce site internet. Pourtant en France, des centaines de zones dites « blanches » ne disposent pas de réseau mobile et y envoyer un email relève de l'exploit. Les déserts numériques où la connexion aux réseaux de téléphonie est limitée, hésitante, voire inexistante et où l'accès à internet y est très difficile, restent nombreux. Cette fracture numérique classe la France 16e au sein de l'Union européenne en matière d'accès au numérique. De plus, dans le pays, 13 millions de personnes sont en difficulté face aux nouvelles technologies selon l'INSEE et notamment, les personnes âgées, voire très âgées. Face à des démarches administratives de plus en plus numérisées, les seniors sont dépassés. L'avènement du numérique a marginalisé un bon nombre d'entre eux, qui n'ont pas pu s'approprier les outils numériques. Les nouvelles technologies demandent des manipulations et des aller-retours parfois trop complexes ou même trop difficiles à effectuer. Aussi, il souhaite demander au Gouvernement ce qu'il compte faire face à cette décision unilatérale du groupe La Poste . Prévoit-il de protéger les Français victimes de la fracture numérique ? Prévoit-il de préserver un service public qui reste accessible à tous les Français ? Il lui demande ses intentions à ce sujet.|alerte délégué auprès économie finances souveraineté industrielle numérique chargé transition numérique télécommunications décision groupe poste supprimer timbre rouge papier remplacer e-lettre rouge compter 1er janvier 2023 prétexte contexte recul continu courrier papier protection environnement groupe poste annonce utilisateurs devront rédiger lettre site internet rédiger lettre manuscrite scanner transmettre site internet pourtant france centaines zones dites blanches disposent réseau mobile envoyer email relève exploit déserts numériques connexion réseaux téléphonie limitée hésitante voire inexistante accès internet difficile fracture numérique classe france 16e sein union européenne matière accès numérique pays 13 millions personnes difficulté face nouvelles technologies insee personnes âgées voire âgées face démarches administratives numérisées seniors dépassés avènement numérique marginalisé bon nombre approprier outils numériques nouvelles technologies demandent manipulations aller retours trop complexes trop difficiles effectuer souhaite demander gouvernement compte faire face décision unilatérale groupe poste prévoit -il protéger français victimes fracture numérique prévoit -il préserver service public accessible français demande intentions sujet
328|Renaissance|Mme Véronique Riotton|Santé et prévention|prestations familiales|Allocation de rentrée scolaire pour les réfugiés ukrainiens|26/07/2022|Mme Véronique Riotton attire l'attention de M. le ministre de la santé et de la prévention sur la situation d'un grand nombre de réfugiés ukrainiens, généreusement logés et pris en charge par de nombreux citoyens sensibles à leur situation et porteurs d'un idéal de solidarité. Les familles ukrainiennes étant reçues sous le régime de la protection temporaire, elles ne bénéficient malheureusement pas de certaines aides indispensables comme l'allocation de rentrée scolaire, qui est très utile pour ces familles tout comme pour les familles françaises les accueillant. Étant donné que l'on octroie à ces familles la possibilité de scolariser leurs enfants dans les écoles publiques françaises, il serait compréhensible que l'on puisse leur faire bénéficier de cette allocation. Aussi, elle souhaiterait savoir si l'octroi de l'allocation de rentrée scolaire est envisagée par le Gouvernement.|attire attention santé prévention situation grand nombre réfugiés ukrainiens généreusement logés pris charge citoyens sensibles situation porteurs idéal solidarité familles ukrainiennes reçues régime protection temporaire bénéficient malheureusement aides indispensables allocation rentrée scolaire utile familles familles françaises accueillant donné octroie familles possibilité scolariser enfants écoles publiques françaises compréhensible puisse faire bénéficier allocation souhaiterait savoir octroi allocation rentrée scolaire envisagée gouvernement
329|Horizons et apparentés|M. Paul Christophe|Solidarités, autonomie et personnes handicapées|prestations familiales|Décret pour le renouvellement de l'allocation journalière de présence parentale|26/07/2022|M. Paul Christophe attire l'attention de M. le ministre des solidarités, de l'autonomie et des personnes handicapées sur le décret d'application n° 2022-733 relatif au renouvellement avant terme du congé de présence parentale et de l'allocation journalière de présence parentale. Ce décret fait suite à la loi promulguée par le Président de la République le 16 novembre 2021 dont l'objectif était d'optimiser l'allocation journalière pour restaurer une certaine adéquation entre la disposition législative et le quotidien des familles. La loi vise à accélérer les procédures et à autoriser le renouvellement du versement de l'allocation, sur un maximum de 310 jours pour une nouvelle période de 3 ans, à l'expiration des 310 premiers jours, sans attendre la fin du terme de la première période de trois ans. M. le député souhaiterait signaler à M. le ministre deux points dans l'écriture de ce décret qui ne lui semblent pas en adéquation avec l'esprit et la lettre de la loi notamment en matière d'accès au droit et de simplification. D'une part, alors que le silence gardé par l'administration dans les deux mois suivant la demande vaut accord pour une première demande d'allocation, le décret indique que dans le cas d'un renouvellement le silence de l'administration signifiera un refus, sans nécessité de fournir de justification pour l'organisme débiteur : « 1° Le silence gardé par le service du contrôle médical jusqu'au dernier jour du deuxième mois civil qui suit la réception de la demande d'allocation journalière de présence parentale par l'organisme débiteur vaut avis défavorable ; 2° Le silence gardé par l'organisme débiteur des prestations familiales jusqu'au dernier jour du troisième mois civil qui suit la réception de la demande d'allocation journalière de présence parentale vaut décision de rejet ». D'autre part, l'article 2 du décret conditionne également l'accès au congé de présence parentale par l'apposition d'un avis favorable par le service du contrôle médical. Cette disposition rallongera les délais de renouvellement pour les familles et complexifiera fortement sa mise en œuvre : « L'article R. 1225-14 du code du travail est complété par un alinéa ainsi rédigé : "Lorsque le congé de présence parentale est demandé dans les conditions prévues au dernier alinéa de l'article L. 1225-62, il joint également l'avis favorable rendu par le service du contrôle médical prévu à l'article L. 544-3 du code de la sécurité sociale" ». Il lui demande donc si le décret en vigueur sera modifié, pour que la loi promulguée puisse être transposée et appliquée dans son intégralité.|attire attention solidarités autonomie personnes handicapées décret application n° 2022 733 relatif renouvellement terme congé présence parentale allocation journalière présence parentale décret suite loi promulguée président république 16 novembre 2021 objectif optimiser allocation journalière restaurer adéquation disposition législative quotidien familles loi vise accélérer procédures autoriser renouvellement versement allocation maximum 310 jours nouvelle période 3 ans expiration 310 premiers jours attendre fin terme période ans député souhaiterait signaler points écriture décret adéquation esprit lettre loi matière accès droit simplification part silence gardé administration mois demande vaut accord demande allocation décret indique cas renouvellement silence administration signifiera refus nécessité fournir justification organisme débiteur 1 ° silence gardé service contrôle médical jusqu' dernier jour mois civil réception demande allocation journalière présence parentale organisme débiteur vaut avis défavorable 2 ° silence gardé organisme débiteur prestations familiales jusqu' dernier jour mois civil réception demande allocation journalière présence parentale vaut décision rejet part article 2 décret conditionne accès congé présence parentale apposition avis favorable service contrôle médical disposition rallongera délais renouvellement familles complexifiera fortement mise œuvre article r. 1225 14 code travail complété alinéa rédigé congé présence parentale demandé conditions prévues dernier alinéa article l. 1225 62 joint avis favorable rendu service contrôle médical prévu article l. 544 3 code sécurité sociale demande décret vigueur modifié loi promulguée puisse transposée appliquée intégralité
